,United Kingdom,Sweden
2021-03-16,1.8834285714285783,1.8388571428571405
2021-03-17,1.7802857142857214,1.980285714285712
2021-03-18,1.5992857142857215,1.768142857142855
2021-03-19,1.4392857142857216,1.6407142857142836
2021-03-20,1.3845714285714357,1.6407142857142836
2021-03-21,1.3467142857142929,1.6407142857142836
2021-03-22,1.24985714285715,1.6407142857142836
2021-03-23,1.2541428571428643,2.0227142857142835
2021-03-24,1.1637142857142926,1.8247142857142833
2021-03-25,1.0964285714285782,1.9378571428571405
2021-03-26,1.0354285714285782,1.9802857142857122
2021-03-27,0.9554285714285784,1.9802857142857122
2021-03-28,0.9280000000000069,1.9802857142857122
2021-03-29,0.9385714285714356,1.9802857142857122
2021-03-30,0.8185714285714355,1.6265714285714268
2021-03-31,0.7027142857142926,1.5275714285714268
2021-04-01,0.6774285714285783,1.7681428571428555
2021-04-02,0.6374285714285782,1.3579999999999983
2021-04-03,0.5364285714285782,1.3579999999999983
2021-04-04,0.5132857142857211,1.3579999999999983
2021-04-05,0.5237142857142926,1.3579999999999983
2021-04-06,0.45014285714286395,1.4571428571428553
2021-04-07,0.45442857142857823,1.5985714285714268
2021-04-08,0.45871428571429257,1.372142857142855
2021-04-09,0.47557142857143536,1.7398571428571408
2021-04-10,0.5387142857142926,1.7398571428571408
2021-04-11,0.5324285714285784,1.7398571428571408
2021-04-12,0.5051428571428641,1.7398571428571408
2021-04-13,0.5114285714285783,1.7964285714285693
2021-04-14,0.49671428571429266,2.0085714285714262
2021-04-15,0.45042857142857834,2.3481428571428546
2021-04-16,0.3957142857142926,2.3622857142857123
2021-04-17,0.3872857142857212,2.3622857142857123
2021-04-18,0.39357142857143546,2.3622857142857123
2021-04-19,0.3745714285714355,2.3622857142857123
2021-04-20,0.3955714285714355,2.3339999999999983
2021-04-21,0.35771428571429265,2.022857142857141
2021-04-22,0.3345714285714355,1.7115714285714267
2021-04-23,0.34928571428572125,1.9097142857142837
2021-04-24,0.34085714285714985,1.9097142857142837
2021-04-25,0.343000000000007,1.9097142857142837
2021-04-26,0.3451428571428642,1.9097142857142837
2021-04-27,0.3114285714285785,2.022857142857141
2021-04-28,0.33028571428572134,1.9379999999999982
2021-04-29,0.3407142857142928,1.6975714285714267
2021-04-30,0.28814285714286425,1.7682857142857127
2021-05-01,0.23557142857143568,1.7682857142857127
2021-05-02,0.24185714285714996,1.7682857142857127
2021-05-03,0.2292857142857214,1.7682857142857127
2021-05-04,0.20614285714286426,1.7399999999999984
2021-05-05,0.2020000000000071,2.1359999999999983
2021-05-06,0.17671428571429285,2.2067142857142836
2021-05-07,0.1745714285714357,1.7681428571428555
2021-05-08,0.17042857142857856,1.7681428571428555
2021-05-09,0.1451428571428643,1.7681428571428555
2021-05-10,0.15357142857143574,1.7681428571428555
2021-05-11,0.1831428571428643,1.7822857142857127
2021-05-12,0.14942857142857857,1.6408571428571415
2021-05-13,0.1452857142857214,1.5418571428571415
2021-05-14,0.15157142857143566,1.4428571428571415
2021-05-15,0.1557142857142928,1.4428571428571415
2021-05-16,0.16000000000000708,1.4428571428571415
2021-05-17,0.16000000000000708,1.4428571428571415
2021-05-18,0.13257142857143567,1.1881428571428556
2021-05-19,0.1157142857142928,1.1598571428571414
2021-05-20,0.10728571428572138,1.1881428571428556
2021-05-21,0.08842857142857852,1.2871428571428556
2021-05-22,0.08628571428572138,1.2871428571428556
2021-05-23,0.08842857142857852,1.2871428571428556
2021-05-24,0.08414285714286425,1.2871428571428556
2021-05-25,0.1010000000000071,1.3438571428571413
2021-05-26,0.1137142857142928,1.2307142857142843
