,India,European Union,United States
2021-03-19,22.935285714285726,324.4112857142857,165.33271428571445
2021-03-20,24.85300000000001,327.0945714285714,166.38671428571442
2021-03-21,26.991714285714295,330.94242857142854,164.46485714285728
2021-03-22,28.671142857142865,340.1665714285714,162.2754285714287
2021-03-23,30.571714285714297,337.7095714285714,162.12257142857158
2021-03-24,32.39428571428572,351.20714285714286,174.13114285714303
2021-03-25,34.40171428571429,357.676,177.12071428571446
2021-03-26,36.60714285714287,366.163,183.893142857143
2021-03-27,38.56042857142858,372.5965714285714,187.05485714285732
2021-03-28,40.74157142857144,373.5964285714286,191.08114285714302
2021-03-29,42.34557142857144,369.63614285714294,198.77900000000017
2021-03-30,42.989285714285735,376.92385714285723,202.07900000000015
2021-03-31,44.941000000000024,379.8022857142858,193.48128571428586
2021-04-01,47.2544285714286,379.36814285714297,198.47914285714302
2021-04-02,50.036142857142885,371.27385714285725,195.2465714285716
2021-04-03,53.197142857142886,351.26471428571443,195.40500000000017
2021-04-04,56.87600000000003,363.1417142857144,191.89842857142872
2021-04-05,61.09671428571432,355.1868571428572,195.45900000000015
2021-04-06,67.54128571428575,331.59471428571436,195.15471428571445
2021-04-07,73.17885714285717,301.2785714285715,198.6070000000002
2021-04-08,78.40685714285716,312.1512857142858,198.96642857142874
2021-04-09,84.23028571428574,302.40342857142866,204.51971428571443
2021-04-10,90.4031428571429,302.03800000000007,206.01642857142875
2021-04-11,97.16857142857145,310.25614285714295,210.94000000000014
2021-04-12,103.87185714285717,315.77228571428583,207.725142857143
2021-04-13,110.97700000000002,338.3542857142858,215.20628571428583
2021-04-14,118.63228571428574,355.091142857143,215.35171428571442
2021-04-15,127.47128571428573,330.9098571428572,212.93957142857155
2021-04-16,136.71642857142857,335.5904285714287,211.77128571428585
2021-04-17,147.9497142857143,340.65114285714293,205.659142857143
2021-04-18,158.80785714285713,306.4747142857144,203.77657142857157
2021-04-19,168.89385714285712,302.29457142857154,202.785142857143
2021-04-20,180.36242857142855,298.77871428571433,195.61857142857158
2021-04-21,192.15371428571424,292.1204285714286,190.21600000000015
2021-04-22,204.11714285714282,288.6542857142858,187.18114285714302
2021-04-23,215.72099999999998,283.3624285714286,179.5885714285716
2021-04-24,224.86142857142855,276.8414285714286,180.01585714285733
2021-04-25,233.05899999999997,276.6797142857143,175.72014285714303
2021-04-26,239.6692857142857,271.5388571428572,166.98385714285732
2021-04-27,246.4775714285714,263.653,162.4880000000002
2021-04-28,253.17157142857144,257.5491428571429,159.15085714285735
2021-04-29,258.72371428571427,249.06257142857152,155.24142857142877
2021-04-30,264.4387142857142,238.24800000000008,153.3092857142859
2021-05-01,268.8691428571428,233.8408571428572,149.8307142857145
2021-05-02,270.429,222.84814285714293,148.66628571428592
2021-05-03,273.9789999999999,219.88471428571438,149.90457142857164
2021-05-04,276.1757142857142,213.51371428571437,145.53557142857161
2021-05-05,279.6045714285714,204.47285714285724,141.05142857142877
2021-05-06,282.4651428571428,197.06500000000008,136.44000000000023
2021-05-07,282.37042857142853,193.68500000000012,131.85085714285736
2021-05-08,283.50057142857133,188.5534285714287,127.1854285714288
2021-05-09,283.3385714285713,185.03814285714296,123.74357142857166
2021-05-10,280.504857142857,182.93571428571437,117.8471428571431
2021-05-11,277.0135714285713,178.6732857142858,114.79071428571453
2021-05-12,271.86828571428566,169.66585714285725,110.9681428571431
2021-05-13,264.5138571428571,160.43557142857154,106.89957142857169
2021-05-14,256.7519999999999,151.00657142857153,104.74542857142885
2021-05-15,247.20385714285703,143.10485714285724,102.29400000000028
2021-05-16,238.39342857142847,144.05942857142867,100.33971428571455
2021-05-17,231.51871428571417,139.6930000000001,96.78700000000028
2021-05-18,223.12471428571416,130.84385714285725,94.27000000000028
2021-05-19,214.15814285714274,128.29157142857153,91.42800000000027
2021-05-20,205.50471428571413,7.5994285714286605,87.9985714285717
2021-05-21,198.38271428571412,4.0790000000000886,81.97500000000026
