date,hospitalCases,newAdmissions,stay length
2021-05-17,998.2857142857143,98.42857142857143,10.243285667424908
2021-05-18,968.4285714285714,101.28571428571429,9.763884306880689
2021-05-19,947.0,102.28571428571429,9.520184549011441
2021-05-20,934.2857142857143,106.0,9.147931801758693
2021-05-21,926.5714285714286,109.71428571428571,8.756213824245108
2021-05-22,915.2857142857143,114.0,8.279626522657805
2021-05-23,912.8571428571429,119.14285714285714,7.715234774055531
2021-05-24,915.2857142857143,123.85714285714286,7.40558078093767
2021-05-25,918.5714285714286,124.85714285714286,7.376169525526414
2021-05-26,915.2857142857143,125.28571428571429,7.325964168383558
2021-05-27,909.5714285714286,124.42857142857143,7.328268315848995
2021-05-28,904.2857142857143,127.0,7.144577321202961
2021-05-29,904.1428571428571,124.28571428571429,7.341359499420784
2021-05-30,901.5714285714286,123.85714285714286,7.349420191692002
2021-05-31,897.1428571428571,122.28571428571429,7.404753282336341
2021-06-01,898.4285714285714,125.42857142857143,7.271017970029599
2021-06-02,907.8571428571429,125.28571428571429,7.3531063417956295
2021-06-03,917.4285714285714,125.14285714285714,7.439071648453305
2021-06-04,928.8571428571429,123.14285714285714,7.636787765343358
2021-06-05,936.2857142857143,126.42857142857143,7.464775172378992
2021-06-06,944.5714285714286,132.71428571428572,7.18796195363029
2021-06-07,959.5714285714286,140.0,6.958597541759569
2021-06-08,977.5714285714286,144.85714285714286,6.898655963580909
2021-06-09,992.1428571428571,153.28571428571428,6.634815959710425
2021-06-10,1014.2857142857143,164.57142857142858,6.318823733310085
2021-06-11,1030.0,172.28571428571428,6.066377819020434
2021-06-12,1053.7142857142858,179.85714285714286,5.877463762419116
2021-06-13,1078.7142857142858,189.42857142857142,5.722488049378887
2021-06-14,1099.4285714285713,196.14285714285714,5.636024816871029
