,Black,Mixed,Other,South Asian,Unknown,White,All
2021-04-12,64.00966183574879,73.71794871794873,71.00055355660116,81.04485010452811,81.11723676330715,92.99190877571701,90.65401027464381
2021-04-13,64.08830468486687,73.7876254180602,71.076667589261,81.1073514515399,81.16391305879452,93.02258088312374,90.68881752138248
2021-04-14,64.19503426581284,73.85730211817169,71.17353999446443,81.17200801741417,81.2061859301793,93.0530588632684,90.72378741880681
2021-04-15,64.28491180766206,73.95484949832776,71.23581511209521,81.2646824285006,81.24933948638461,93.08450747972341,90.76022117240241
2021-04-16,64.38040669587687,74.01059085841695,71.28425131469692,81.3271837755124,81.29777715151302,93.1202268959439,90.79925733696912
2021-04-17,64.48713627682284,74.08026755852842,71.3672848048713,81.40908209228647,81.34621481664142,93.15575218490233,90.83951338167854
2021-04-18,64.53207504774744,74.12207357859532,71.41572100747301,81.46942822043577,81.36823193715433,93.17215593854708,90.8590314639619
2021-04-19,64.59948320413437,74.1917502787068,71.47107666758926,81.50391172223539,81.39024905766725,93.18962739213319,90.87903749830232
2021-04-20,64.6388046286934,74.21962095875139,71.51951287019098,81.55348175607233,81.41755028710324,93.20962250012619,90.90148329292819
2021-04-21,64.72306482417706,74.26142697881828,71.60946581787988,81.61167266535917,81.4474935710008,93.23320896246744,90.92872728278203
2021-04-22,64.79047298056399,74.31716833890746,71.65790202048159,81.67417401237095,81.48095959418043,93.25922201558454,90.95784175552139
2021-04-23,64.86349848331649,74.40078037904125,71.73401605314143,81.72589926507037,81.51882904146264,93.28688515042921,90.98890803648906
2021-04-24,64.95899337153129,74.47045707915272,71.81013008580128,81.80564236298196,81.56286328248846,93.3157130488463,91.0228207044564
2021-04-25,65.0039321424559,74.51226309921962,71.8378079158594,81.85090195909395,81.58928382710396,93.3323109297531,91.04209481071119
2021-04-26,65.04887091338051,74.56800445930881,71.90008303349018,81.88969589861851,81.61130094761687,93.34842349250475,91.06079963956608
2021-04-27,65.11627906976744,74.5958751393534,71.98311652366455,81.93926593245544,81.64212491633495,93.36900098228395,91.08487194104889
2021-04-28,65.18930457251994,74.67948717948718,72.03847218378078,81.99314640401732,81.66854546095044,93.38967553569418,91.10886291718884
2021-04-29,65.25671272890686,74.74916387959865,72.09382784389705,82.04918209444169,81.70025011448902,93.4131649344044,91.1356189549856
2021-04-30,65.3241208852938,74.80490523968784,72.13534458898422,82.12030431690339,81.73459682248917,93.43500425138704,91.1615617393539
2021-05-01,65.38029434894955,74.86064659977704,72.18378079158595,82.16987435074032,81.76189805192517,93.45354340491453,91.18319428055128
2021-05-02,65.4196157735086,74.91638795986621,72.21145862164407,82.20866829026488,81.77598900905345,93.46257032260068,91.1947424792356
2021-05-03,65.45893719806763,74.93032329988851,72.22529753667312,82.23022047888962,81.7839151724381,93.46810294956963,91.20173645872048
2021-05-04,65.4926412762611,74.94425863991081,72.2668142817603,82.26685919955172,81.79888681438686,93.48013883981783,91.21564309234736
2021-05-05,65.56004943264801,74.9860646599777,72.32216994187655,82.32289488997607,81.82354598936132,93.49663965709361,91.23573045203065
2021-05-06,65.6386922817661,75.0278706800446,72.38444505950733,82.38970667471281,81.85172790361786,93.51702301961073,91.260046729542
2021-05-07,65.72295247724975,75.08361204013379,72.4674785496817,82.43927670854976,81.87902913305386,93.53701812760373,91.28371240431056
2021-05-08,65.79036063363667,75.12541806020067,72.52975366731248,82.49100196124917,81.91161447141297,93.5583721264312,91.308516633879
2021-05-09,65.8296820581957,75.15328874024526,72.5781898699142,82.5233302441863,81.93010885264381,93.56798142590357,91.32079676064895
2021-05-10,65.8802381754859,75.19509476031216,72.64046498754497,82.57074505916076,81.94684186423363,93.58137620698625,91.3370618292184
2021-05-11,65.94202898550725,75.25083612040135,72.71657902020482,82.6375568438975,81.97590446331067,93.59729464247583,91.35771846630163
2021-05-12,66.0262891809909,75.30657748049052,72.79269305286465,82.71298950408415,82.00848980166978,93.62146348660328,91.38626366164104
2021-05-13,66.14425345466802,75.376254180602,72.88264600055355,82.79488782085821,82.04547856413147,93.64621471251694,91.41667933986592
2021-05-14,66.2453656892484,75.44593088071349,72.98643786327152,82.90264876398197,82.08070595695213,93.66941292033405,91.44652574069089
2021-05-15,66.35771261655994,75.51560758082498,73.07639081096042,83.0147201448307,82.11945608905485,93.6938729553546,91.47791732302996
2021-05-16,66.40826873385012,75.57134894091416,73.14558538610572,83.07291105411755,82.14147320956776,93.70639416375799,91.4945076929708
2021-05-17,66.4644421975059,75.59921962095875,73.20094104622198,83.13325718226686,82.15644485151654,93.7184300540062,91.50987818276894
2021-05-18,66.52623300752725,75.65496098104794,73.27013562136729,83.22593159335331,82.181104026491,93.7360956348544,91.5324866280805
2021-05-19,66.6329625884732,75.71070234113712,73.38084694159977,83.36386560055173,82.21985415859372,93.76026447898184,91.56469146384804
2021-05-20,66.73407482305359,75.8500557413601,73.47079988928868,83.51042048320006,82.25508155141438,93.78355975042999,91.59632702221565
2021-05-21,66.81833501853724,75.89186176142698,73.56075283697758,83.59662923769909,82.288547574594,93.80471962199539,91.62292040932671
2021-05-22,66.91944725311762,75.94760312151617,73.62302795460836,83.69576930537296,82.32729770669673,93.82704425713321,91.65146560466613
2021-05-23,66.98685540950456,75.98940914158305,73.66454469969554,83.75827065238475,82.3466727727481,93.83820657470211,91.66667344377856
2021-05-24,67.04864621952589,76.03121516164994,73.72681981732632,83.81646156167159,82.36604783879945,93.85014540131928,91.68253188563381
2021-05-25,67.12728906864398,76.10089186176143,73.80293384998616,83.89620465958319,82.3907070137739,93.86654915496403,91.70400177614549
2021-05-26,67.21716661049321,76.18450390189521,73.89288679767506,83.98672385180716,82.42153098249199,93.88654426295703,91.72986323517094
2021-05-27,67.32951353780474,76.26811594202898,73.98283974536396,84.09232957606845,82.45763906013316,93.90624818005692,91.75686324899624
2021-05-28,67.43062577238513,76.33779264214047,74.07279269305288,84.16991745511757,82.4867016592102,93.92342844274994,91.77979699567919
2021-05-29,67.51488596786878,76.42140468227426,74.15582618322723,84.27336796051638,82.52016768238983,93.93983219639466,91.80321869441921
2021-05-30,67.5598247387934,76.47714604236343,74.21810130085801,84.3337140886657,82.53690069397965,93.94827673229462,91.81582412256054
2021-05-31,67.59914616335243,76.49108138238573,74.26653750345973,84.37250802819027,82.54658822700533,93.95458586831184,91.8246885849309
2021-06-01,67.64970228064261,76.50501672240803,74.31497370606145,84.41561240543977,82.56244055377462,93.96400104052212,91.83705003704368
2021-06-02,67.7058757442984,76.56075808249722,74.37032936617769,84.47164809586414,82.583576989467,93.9753574853531,91.85242052684184
